work_id	canonical_title	normalized_title	title_variants_json	cluster_status	notes
qb_lit_my_last_duchess_e06bfb79	My Last Duchess	my last duchess	"{""My Last Duchess"":469,""My Last Duchess” /"":4,""My Last​ ​Duchess"":1,""​My Last Duchess​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_elegy_written_in_a_country_churchyard_cda99f96	Elegy Written in a Country Churchyard	elegy written in a country churchyard	"{""Elegy Written in a Country Churchyard"":492,""Elegy Written In A Country Churchyard"":4,""​Elegy Written in a Country Churchyard​"":3,""ELEGY WRITTEN IN A COUNTRY CHURCHYARD"":2,""Elegy Written In a Country Churchyard"":2,""Elegy written in a Country Churchyard"":2,""Elegy Written in A Country Churchyard"":1,""Elegy Written in a Country Church©Yard"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_love_song_of_j_alfred_prufrock_ba01ce44	The Love Song of J. Alfred Prufrock	the love song of j alfred prufrock	"{""The Love Song of J. Alfred Prufrock"":359,""Love Song of J. Alfred Prufrock"":5,""The (*) Love Song of J. Alfred Prufrock"":2,""The _Love Song of J. Alfred Prufrock"":2,""The LOVE SONG OF J. ALFRED PRUFROCK"":1,""The Love Song of J Alfred Prufrock"":1,""The Love-Song of J. Alfred Prufrock"":1,""The ​Love Song of J. Alfred Prufrock​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_song_of_hiawatha_f7fea2b7	The Song of Hiawatha	the song of hiawatha	"{""The Song of Hiawatha"":476,""The Song of Hiawatha /"":4,""The SONG OF HIAWATHA"":2,""the Song of Hiawatha"":1,""​The Song of Hiawatha"":1,""​The ​Song of Hiawatha"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_arabian_nights_91633e7b	Arabian Nights	arabian nights	"{""Arabian Nights"":577,""​Arabian Nights"":1,""​Arabian Nights​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_snow_country_04d5d592	Snow Country	snow country	"{""Snow Country"":466,""​Snow Country​"":2,""SNOW COUNTRY"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_uncle_toms_cabin_cfc53e2e	Uncle Tom's Cabin	uncle toms cabin	"{""Uncle Tom's Cabin"":384,""Uncle Tom’s Cabin"":28,""UncLe Tom's Cabin"":2,""​Uncle Tom's Cabin​"":2,""UNCLE TOM'S CABIN"":1,""​Uncle Tom’s Cabin"":1,""​Uncle Tom’s Cabin​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_sorrows_of_young_werther_a9d62640	The Sorrows of Young Werther	the sorrows of young werther	"{""The Sorrows of Young Werther"":588,""​The Sorrows of Young Werther"":1,""​The ​Sorrows of Young Werther​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_no_exit_dcf4d132	No Exit	no exit	"{""No Exit"":448}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_rosencrantz_and_guildenstern_are_dead_27cbcbe1	Rosencrantz and Guildenstern Are Dead	rosencrantz and guildenstern are dead	"{""Rosencrantz and Guildenstern Are Dead"":377,""Rosencrantz and Guildenstern are Dead"":20,""ROSENCRANTZ AND GUILDENSTERN ARE DEAD"":2,""*Rosencrantz and Guildenstern Are Dead*"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_fahrenheit_451_1f5bd219	Fahrenheit 451	fahrenheit 451	"{""Fahrenheit 451"":396,""Fahrenheit-451"":7,""FAHRENHEIT 451"":3,""Fahrenheit 451 /"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_farewell_to_arms_1c6ddb49	A Farewell to Arms	a farewell to arms	"{""A Farewell to Arms"":326,""A (*) Farewell To Arms"":1,""A FAREWELL TO ARMS"":1,""A ​Farewell to Arms"":1,""​ ​A ​Farewell to Arms"":1,""​A ​Farewell to Arms"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_mrs_dalloway_5b55c0d5	Mrs. Dalloway	mrs dalloway	"{""Mrs. Dalloway"":421,""Mrs Dalloway"":7,""​Mrs Dalloway"":1,""​Mrs. Dalloway"":1,""​Mrs. Dalloway​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_color_purple_e2119aaa	The Color Purple	the color purple	"{""The Color Purple"":375,""​The ​Color Purple"":3,""The _Color Purple"":2,""The _ Color Purple"":1,""​The Color Purple"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_dulce_et_decorum_est_4229224d	Dulce et Decorum Est	dulce et decorum est	"{""Dulce et Decorum Est"":424,""Dulce Et Decorum Est"":16,""Dulce et Decorum est"":5,""​“​Dulce et Decorum Est​”​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_name_of_the_rose_abe6dab9	The Name of the Rose	the name of the rose	"{""The Name of the Rose"":468,""​The ​Name of the Rose​"":2,""THE NAME OF THE ROSE"":1,""​The​ ​Name of the Rose​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_master_and_margarita_b33861a6	The Master and Margarita	the master and margarita	"{""The Master and Margarita"":411,""Master and Margarita"":6,""The _Master and Margarita"":1,""​The ​Master and Margarita"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_garden_of_forking_paths_7b033e05	The Garden of Forking Paths	the garden of forking paths	"{""The Garden of Forking Paths"":599,""the Garden of Forking Paths"":2,""The Garden of (*) Forking Paths"":1,""The ​Garden of Forking Paths​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_ramayana_d4e076ed	Ramayana	ramayana	"{""Ramayana"":581,""The Ramayana"":5,""the Ramayana"":5,""RAMAYANA"":2,""the Rāmāyana"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_main_street_25fbe9ca	Main Street	main street	"{""Main Street"":460,""MAIN STREET"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_all_quiet_on_the_western_front_e6c0d66b	All Quiet on the Western Front	all quiet on the western front	"{""All Quiet on the Western Front"":326,""ALL QUIET ON THE WESTERN FRONT"":2,""​All Quiet on the Western Front​"":2,""All Quiet On The Western Front"":1,""All Quiet On the Western Front"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_old_man_and_the_sea_898c9f5b	The Old Man and the Sea	the old man and the sea	"{""The Old Man and the Sea"":413,""The ​Old Man and the Sea"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_of_mice_and_men_8cb012a5	Of Mice and Men	of mice and men	"{""Of Mice and Men"":408}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_dead_b5c9db83	The Dead	the dead	"{""The Dead"":297,""The DEAD"":2,""the Dead"":2,""The (*) Dead"":1,""The ​Dead​"":1,""​The Dead​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_gullivers_travels_e27a5061	Gulliver’s Travels	gullivers travels	"{""Gulliver’s Travels"":365,""Gulliver's Travels"":23,""​Gulliver’s Travels"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_death_and_the_kings_horseman_6be0b148	Death and the King's Horseman	death and the kings horseman	"{""Death and the King's Horseman"":395,""Death and the King’s Horseman"":23,""Death and The King’s Horseman"":2,""​Death and the King’s Horseman"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_henry_v_7f8af9e4	Henry V	henry v	"{""Henry V"":662,""HENRY V"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_peer_gynt_3dab251e	Peer Gynt	peer gynt	"{""Peer Gynt"":645,""​Peer Gynt"":3,""PEER GYNT"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_finnegans_wake_7126761d	Finnegans Wake	finnegans wake	"{""Finnegans Wake"":431,""Finnegan's Wake"":8,""FINNEGANS WAKE"":3,""Finnegan’s Wake"":3,""FINNEGAN'S WAKE"":2,""​Finnegans Wake"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_master_harold_and_the_boys_9d63fa6f	Master Harold and the Boys	master harold and the boys	"{""Master Harold and the Boys"":320,""Master Harold… and the Boys"":8,""Master Harold” …and the Boys"":6,""Master Harold...and the Boys"":5,""Master Harold”…and the Boys"":4,""Master Harold”...and the Boys"":3,""Master Harold”… and the Boys"":3,""Master Harold … and the boys"":2,""Master Harold\""...and the Boys"":2,""Master Harold... and the Boys"":2,""Master Harold…and the Boys"":2,""MASTER HAROLD… and the boys"":1,""Master Harold ...and the Boys"":1,""Master Harold' ... and the Boys"":1,""Master Harold'... and the Boys"":1,""Master Harold” ... and the Boys"":1,""Master Harold” ...and the Boys"":1,""Master Harold”...and the boys"":1,""​“Master Harold” …and the Boys"":1,""​“Master Harold”...and the boys"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_kubla_khan_49db992d	Kubla Khan	kubla khan	"{""Kubla Khan"":432,""​Kubla Khan​"":2,""KUBLA KHAN"":1,""​Kubla Khan"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_love_in_the_time_of_cholera_ee639561	Love in the Time of Cholera	love in the time of cholera	"{""Love in the Time of Cholera"":373,""LOVE IN THE TIME OF CHOLERA"":1,""​Love in the Time of Cholera"":1,""​Love in the Time of Cholera​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_room_with_a_view_becf289b	A Room with a View	a room with a view	"{""A Room with a View"":310,""A Room With a View"":9,""A Room With A View"":5,""A _Room With a View"":2,""A_ROOM WITH A VIEW"":1,""​A Room with a View"":1,""​A ​Room with a View"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_because_i_could_not_stop_for_death_01208168	Because I Could Not Stop for Death	because i could not stop for death	"{""Because I Could Not Stop for Death"":402,""Because I could not stop for Death"":18,""Because I Could Not Stop For Death"":7,""Because I could not Stop for Death"":2,""​Because I could not stop for Death​"":2,""Because I could not stop for death"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_krebs_cycle_7efe8752	Krebs cycle	krebs cycle	"{""Krebs cycle"":519,""Krebs Cycle"":3,""Krebs_ Cycle"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_jew_of_malta_488f29c4	The Jew of Malta	the jew of malta	"{""The Jew of Malta"":375}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_red_and_the_black_fe4fbee5	The Red and the Black	the red and the black	"{""The Red and the Black"":363,""​The ​Red and the Black​"":2,""The Red and The Black"":1,""The _Red and the Black_"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_north_and_south_f54e7acc	North and South	north and south	"{""North and South"":906,""​North and South"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_lady_chatterleys_lover_333fdd77	Lady Chatterley's Lover	lady chatterleys lover	"{""Lady Chatterley's Lover"":315,""Lady Chatterley’s Lover"":26,""​Lady Chatterley’s Lover"":1,""​Lady Chatterley’s Lover​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_one_flew_over_the_cuckoos_nest_eafd11ed	One Flew Over the Cuckoo’s Nest	one flew over the cuckoos nest	"{""One Flew Over the Cuckoo’s Nest"":298,""One Flew Over the Cuckoo's Nest"":30,""One Flew Over the Cuckoos Nest"":3,""One Flew Over the CucKoo's Nest"":2,""One Flew Over The Cuckoo’s Nest"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_a_tale_of_two_cities_8eca7b1b	A Tale of Two Cities	a tale of two cities	"{""A Tale of Two Cities"":331,""​A ​Tale of Two Cities​"":2}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_call_of_the_wild_71584092	The Call of the Wild	the call of the wild	"{""The Call of the Wild"":406,""The Call of the Wild /"":3}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_treasure_island_54ab652a	Treasure Island	treasure island	"{""Treasure Island"":450,""TREASURE ISLAND"":3,""​Treasure Island"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_winesburg_ohio_e317e96f	Winesburg, Ohio	winesburg ohio	"{""Winesburg, Ohio"":290,""WINESBURG, OHIO"":2,""Winesburg. Ohio"":2,""​Winesburg, Ohio​"":2,""​Winesburg, Ohio"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_all_the_kings_men_24f19a05	All the King’s Men	all the kings men	"{""All the King’s Men"":277,""All the King's Men"":31,""All the Kings Men"":3,""ALL the King's Men"":2,""All The King's Men"":1,""All The King’s Men"":1,""​All the King's Men​"":1,""​All​ the ​King’s Men"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_howl_c3f51c20	Howl	howl	"{""Howl"":237,""Howl” /"":4,""HOWL"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
qb_lit_the_hunchback_of_notre_dame_b9e10175	The Hunchback of Notre Dame	the hunchback of notre dame	"{""The Hunchback of Notre Dame"":336,""The Hunchback of Notre-Dame"":21,""The Hunchback of Notre-Dame /"":1,""The ​Hunchback of Notre Dame"":1,""The ​Hunchback of Notre-Dame​"":1}"	normalized_title_cluster	Answerline variants and clue-text title variants are clustered by normalized title.
