candidate_id	canonical_title	rejection_reason	base_rejection_reason	total_question_count	answerline_question_count	clue_mention_question_count	distinct_set_count	source_counts_json	form_counts_json	answerline_form_counts_json	track_counts_json	literary_signal_count	non_literary_signal_count	adjudication_decision	adjudication_reason	example_snippet
qb_lit_spanish_civil_war_3f7f7fc5	Spanish Civil War	rejected_historical_event_not_work	accepted_likely_work	1096	0	1096	577	"{""byline_title"":7,""clue_derived_seed_clue_mention"":1096}"	"{""clue_derived_seed"":1096,""memoir"":1,""novel"":5,""work"":1}"	{}	"{""fine_arts"":102,""geography"":11,""history"":48,""literature"":208,""other_academic"":482,""philosophy"":3,""pop_culture"":11,""science"":5,""social_science"":1}"	648	178	reject	historical_event_not_work	Henry James. In one work by this author, Victor d'Alcala is deserted during the Spanish Civil War by King McCloud, who later redeems himself by killing the gangster Murillo on the titular island. In another work by this
qb_lit_meditations_on_first_philosophy_19e343e2	Meditations on First Philosophy	rejected_non_literary_context	rejected_non_literary_context	324	4	320	227	"{""author_verb_title"":38,""raw_answerline_seed_clue_mention"":320,""raw_answerline_work_prompt"":4,""typed_title"":2}"	"{""answerline_seed"":320,""book"":1,""essay"":2,""ode"":1,""unknown"":29,""work"":11}"	"{""essay"":1,""work"":3}"	"{""geography"":2,""other_academic"":166,""philosophy"":106,""pop_culture"":3}"	19	170	""	""	dualism. [10] The most prominent dualist was this French philosopher who wrote Meditations on First Philosophy.
qb_lit_1812_overture_d35d58f4	1812 Overture	rejected_non_literary_context	rejected_non_literary_context	320	4	316	216	"{""author_verb_title"":11,""raw_answerline_seed_clue_mention"":316,""raw_answerline_work_prompt"":4}"	"{""answerline_seed"":316,""unknown"":8,""work"":7}"	"{""work"":4}"	"{""fine_arts"":93,""geography"":4,""history"":3,""other_academic"":131,""pop_culture"":11}"	51	522	""	""	me,” which is commonly used today as stock kissy-kissy music. He also wrote the 1812 Overture.
qb_lit_father_and_son_e4c1927c	Father and Son	rejected_non_literary_context	rejected_non_literary_context	453	2	451	291	"{""clue_derived_seed_clue_mention"":451,""raw_answerline_work_prompt"":2,""typed_title"":3}"	"{""clue_derived_seed"":451,""memoir"":3,""work"":2}"	"{""work"":2}"	"{""fine_arts"":10,""geography"":7,""history"":10,""literature"":23,""mythology"":5,""other_academic"":264,""philosophy"":1,""pop_culture"":46,""religion"":2,""science"":1,""social_science"":1}"	192	81	""	""	shed parodist. One of his many targets was this critic and author of the memoir Father and Son, who also wrote biographies of Congreve and Donne.
qb_lit_of_venice_cc68e3d3	of Venice	rejected_fragment_title_artifact	accepted_likely_work	973	0	973	543	"{""clue_derived_seed_clue_mention"":973,""quoted_lit_context"":5}"	"{""clue_derived_seed"":973,""cycle"":2,""play"":2,""unknown"":1}"	{}	"{""fine_arts"":87,""geography"":21,""history"":29,""literature"":78,""mythology"":2,""other_academic"":520,""philosophy"":2,""pop_culture"":8,""religion"":2,""science"":4}"	586	149	reject	fragment_title_artifact	10] Later in life, Fauré based his first two song cycles, including five songs “of Venice,” on the poetry of this man. A poem by this man inspired the uses of the word “Bergamasque” by Fauré and Debussy.
qb_lit_toss_ups_4f49d0f2	Toss-Ups	rejected_non_literary_context	rejected_non_literary_context	536	3	533	123	"{""raw_answerline_seed_clue_mention"":533,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":533,""novel"":1,""play"":2}"	"{""novel"":1,""play"":2}"	"{""fine_arts"":25,""geography"":9,""history"":17,""literature"":25,""mythology"":5,""other_academic"":346,""philosophy"":1,""pop_culture"":21,""science"":18}"	77	54	""	""	15. A father is awakened in the middle of the night by two men who inform him that his daughter is in another man's house. The father at first does not believe them, but what they say is actually true. For ten points
qb_lit_thus_spoke_zarathustra_02d8efd3	Thus Spoke Zarathustra	rejected_non_literary_context	rejected_non_literary_context	223	7	216	148	"{""author_verb_title"":31,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":216,""raw_answerline_work_prompt"":7,""typed_title"":8}"	"{""answerline_seed"":216,""book"":10,""novel"":1,""poem"":4,""tragedy"":4,""unknown"":23,""work"":5}"	"{""book"":5,""work"":2}"	"{""fine_arts"":15,""other_academic"":85,""philosophy"":89,""pop_culture"":4,""religion"":2}"	84	150	""	""	only to descend and teach of the übermensch. For 10 points, name this author of Thus Spoke Zarathustra, a German who wrote in his aphoristic book The Gay Science that “God is dead” before his mental breakdown.
qb_lit_pulitzer_prize_winning_93106911	Pulitzer Prize-winning	rejected_descriptor_fragment	accepted_likely_work	983	0	983	508	"{""author_verb_title"":16,""clue_derived_seed_clue_mention"":983}"	"{""book"":2,""clue_derived_seed"":983,""collection"":4,""ode"":2,""play"":3,""poem"":2,""story"":2,""unknown"":1}"	{}	"{""fine_arts"":17,""geography"":5,""history"":12,""literature"":221,""other_academic"":549,""pop_culture"":48,""science"":2,""social_science"":1}"	768	77	reject	descriptor_fragment	"which is the ""Hog Butcher for the World"" in his poem ""Chicago"". He also wrote a Pulitzer Prize-winning biography of Abraham Lincoln."
qb_lit_of_innocence_bd220699	of Innocence	rejected_fragment_title_artifact	accepted_likely_work	972	0	972	534	"{""clue_derived_seed_clue_mention"":972,""quoted_lit_context"":8}"	"{""clue_derived_seed"":972,""novel"":7,""work"":1}"	{}	"{""fine_arts"":17,""geography"":19,""history"":1,""literature"":385,""mythology"":6,""other_academic"":286,""philosophy"":1,""pop_culture"":32,""science"":4}"	1040	53	reject	fragment_title_artifact	"nt novel, a book about the love between Kemal and Fusun titled for one of them ""of Innocence"". Theo Decker survives a terrorist attack on one at the beginning of Donna Tartt's The Goldfinch."
qb_lit_einstein_on_the_beach_3360eada	Einstein on the Beach	rejected_non_literary_context	rejected_non_literary_context	362	3	359	241	"{""author_verb_title"":10,""quoted_lit_context"":3,""raw_answerline_seed_clue_mention"":359,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":359,""play"":1,""trilogy"":3,""unknown"":9,""work"":3}"	"{""work"":3}"	"{""fine_arts"":168,""geography"":3,""other_academic"":96,""pop_culture"":2,""science"":4}"	83	474	""	""	Airplanes on the Roof, Satyagraha and Akhenaten. What minimalist composer wrote Einstein on the Beach?
qb_lit_carnot_cycle_5f8ad9bd	Carnot cycle	rejected_science_not_literature	accepted_likely_work	232	8	224	138	"{""raw_answerline_seed_clue_mention"":224,""raw_answerline_work_prompt"":8}"	"{""answerline_seed"":224,""cycle"":8}"	"{""cycle"":8}"	"{""other_academic"":108,""pop_culture"":1,""science"":59}"	2	6	reject	science_not_literature	18. It is one of the few contributions of engineering to theoretical physics. First proposed in 1824 and named for its French developer, it consists of two isothermal and two adiabatic processes. FTP, name this cycle,
qb_lit_war_of_the_worlds_8b82cb00	War of the Worlds	rejected_duplicate_title_variant	accepted_likely_work	301	4	297	194	"{""author_verb_title"":2,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":297,""raw_answerline_work_prompt"":4,""typed_title"":2}"	"{""answerline_seed"":297,""book"":1,""novel"":3,""play"":1,""unknown"":1,""work"":3}"	"{""book"":1,""novel"":1,""work"":2}"	"{""fine_arts"":24,""geography"":2,""literature"":73,""other_academic"":96,""pop_culture"":32,""science"":2}"	221	12	reject	duplicate_title_variant	on Welles directed the first American staging of this play only days after his “War of the Worlds” broadcast, and Robert Wilson called his staging of this play a “visual book.” About one-sixth of this play's dialogue is
qb_lit_the_calvin_cycle_085b8f7b	The Calvin Cycle	rejected_non_literary_context	rejected_non_literary_context	378	3	375	233	"{""raw_answerline_seed_clue_mention"":375,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":375,""cycle"":3}"	"{""cycle"":3}"	"{""other_academic"":167,""pop_culture"":3,""science"":125}"	0	5	""	""	16. During this process, the main polymer takes the forms of 3-Phosphoglycerate, 1,3-Bisphosphoglycerate, G3P, and ribulose bisphosphate. Its three sections are the carbon fixation reactions, the regeneration reactions,
qb_lit_nick_carraway_ae663285	Nick Carraway	rejected_character_not_work	accepted_likely_work	261	5	256	184	"{""byline_title"":1,""raw_answerline_seed_clue_mention"":256,""raw_answerline_work_prompt"":5}"	"{""answerline_seed"":256,""novel"":2,""work"":4}"	"{""novel"":1,""work"":4}"	"{""literature"":153,""other_academic"":37}"	372	0	reject	character_not_work	4. Given each character, identify the work he narrates for ten points apiece.
qb_lit_two_dogmas_of_empiricism_ec364c8e	Two Dogmas of Empiricism	rejected_non_literary_context	rejected_non_literary_context	201	9	192	136	"{""author_verb_title"":11,""quoted_lit_context"":25,""raw_answerline_seed_clue_mention"":192,""raw_answerline_work_prompt"":9,""typed_title"":4}"	"{""answerline_seed"":192,""book"":2,""collection"":3,""essay"":19,""unknown"":12,""work"":13}"	"{""essay"":7,""work"":2}"	"{""other_academic"":76,""philosophy"":99,""science"":1}"	49	151	""	""	An attack on the analytic-synthetic distinction is the first dogma attacked in “Two Dogmas of Empiricism,” an essay by this Harvard based philosopher.
qb_lit_coming_of_age_in_samoa_fee37dd8	Coming of Age in Samoa	rejected_non_literary_context	rejected_non_literary_context	318	3	315	231	"{""author_verb_title"":104,""raw_answerline_seed_clue_mention"":315,""raw_answerline_work_prompt"":3,""typed_title"":5}"	"{""answerline_seed"":315,""book"":6,""myth"":1,""novel"":1,""ode"":2,""unknown"":88,""work"":14}"	"{""book"":1,""work"":2}"	"{""geography"":1,""other_academic"":49,""social_science"":266}"	72	228	""	""	6. A critic of this work, Derek Freeman, wrote about the unreliability of this work’s writer’s previous case studies in his namesake, “Unmaking and Making of An Anthropological Myth.” Sections in this work include “Matur
qb_lit_remains_of_the_day_f66cb036	Remains of the Day	rejected_duplicate_title_variant	accepted_likely_work	352	3	349	229	"{""author_verb_title"":3,""quoted_lit_context"":1,""raw_answerline_seed_clue_mention"":349,""raw_answerline_work_prompt"":3,""typed_title"":3}"	"{""answerline_seed"":349,""novel"":5,""unknown"":3,""work"":2}"	"{""novel"":1,""work"":2}"	"{""geography"":1,""literature"":167,""other_academic"":88,""pop_culture"":8}"	328	8	reject	duplicate_title_variant	"es to comment on his master's collaborations with Nazi Germany, a novel called ""Remains of the Day."""
qb_lit_harper_lee_29abe872	Harper LEE	rejected_person_or_author	accepted_likely_work	286	4	282	192	"{""raw_answerline_seed_clue_mention"":282,""raw_answerline_work_prompt"":4}"	"{""answerline_seed"":282,""novel"":4}"	"{""novel"":4}"	"{""literature"":153,""other_academic"":49,""pop_culture"":5}"	475	2	reject	author_name_not_work	2) Name the novel's author who, in spite of winning the 1961 Pulitzer Prize for Fiction, has yet to write another book.
qb_lit_the_tribute_money_e39210aa	The Tribute Money	rejected_non_literary_context	rejected_non_literary_context	198	8	190	135	"{""quoted_lit_context"":2,""raw_answerline_seed_clue_mention"":190,""raw_answerline_work_prompt"":8}"	"{""answerline_seed"":190,""novel"":2,""work"":8}"	"{""work"":8}"	"{""fine_arts"":76,""geography"":2,""other_academic"":77}"	26	40	""	""	In one part of this work a kneeling man reaches into a lake to retrieve a fish while in the center, a large group is gathered at the center, pointing towards that scene on the left. For 10 points each: [10] Name this wo
qb_lit_o_henry_4bd105ae	O. Henry	rejected_person_or_author	accepted_likely_work	335	3	332	219	"{""raw_answerline_seed_clue_mention"":332,""raw_answerline_work_prompt"":3}"	"{""answerline_seed"":332,""short_story"":3}"	"{""short_story"":3}"	"{""fine_arts"":2,""literature"":19,""other_academic"":234,""pop_culture"":13}"	362	6	reject	author_name_not_work	1. This author's time in Honduras after fleeing an embezzlement conviction provided material for his collection Cabbages and Kings, and Ward McAllister's assertion that there were only four hundred people in New York Cit
qb_lit_award_winning_185f46e8	Award-winning	rejected_descriptor_fragment	rejected_non_literary_context	890	0	890	500	"{""clue_derived_seed_clue_mention"":890,""typed_title"":24}"	"{""book"":24,""clue_derived_seed"":890}"	{}	"{""fine_arts"":23,""geography"":16,""history"":6,""literature"":47,""other_academic"":481,""pop_culture"":227,""religion"":1,""science"":3,""social_science"":1}"	516	124	reject	descriptor_fragment	a treatise on violence, Rising Up and Rising Down, as well as the National Book Award-winning novel Europe Central.
qb_lit_edgar_allan_poe_500c2504	Edgar Allan Poe	rejected_person_not_work	accepted_likely_work	861	0	861	499	"{""author_verb_title"":1,""clue_derived_seed_clue_mention"":857,""quoted_lit_context"":1,""title_context"":3}"	"{""clue_derived_seed"":857,""novel"":2,""play"":1,""unknown"":1,""work"":1}"	{}	"{""fine_arts"":7,""geography"":10,""history"":4,""literature"":144,""other_academic"":488,""pop_culture"":35,""religion"":1,""science"":1}"	1312	64	reject	person_not_work	der Case. That detective was created by an author whose pseudonym is a play on “Edgar Allan Poe”. Another author from this country wrote the Mike Oldfield-inspired novella Moonlight Shadow, which is often published with
qb_lit_liberty_leading_the_people_dcf9e378	Liberty Leading the People	rejected_non_literary_context	rejected_non_literary_context	396	2	394	277	"{""clue_derived_seed_clue_mention"":394,""quoted_lit_context"":3,""raw_answerline_work_prompt"":2}"	"{""clue_derived_seed"":394,""collection"":2,""novel"":1,""work"":2}"	"{""work"":2}"	"{""fine_arts"":147,""geography"":2,""history"":3,""other_academic"":151,""pop_culture"":4,""social_science"":1}"	46	114	""	""	"onrise Over Hernandez"", Jan van Eyck's ""The Marriage of Arnofini"", Delacroix's ""Liberty Leading the People"", and the 16 million image Betteman Archive are all in the collection of a company trying to capture the history"
qb_lit_portrait_of_a_lady_5e51688f	Portrait of a Lady	rejected_duplicate_title_variant	accepted_likely_work	328	3	325	216	"{""author_verb_title"":5,""quoted_lit_context"":14,""raw_answerline_seed_clue_mention"":325,""raw_answerline_work_prompt"":3,""typed_title"":2}"	"{""answerline_seed"":325,""novel"":6,""ode"":2,""play"":2,""poem"":10,""unknown"":3,""work"":1}"	"{""novel"":2,""poem"":1}"	"{""fine_arts"":10,""geography"":3,""literature"":169,""mythology"":2,""other_academic"":69,""philosophy"":2,""pop_culture"":4}"	337	21	reject	duplicate_title_variant	[10] The Golden Bowl is by this American author of Portrait of a Lady, who told of The Governess trying to protect Miles and Flora from the ghost of Peter Quint in The Turn of the Screw.
qb_lit_adam_and_eve_a944ddca	Adam and Eve	rejected_figures_not_work	accepted_likely_work	880	0	880	481	"{""byline_title"":5,""clue_derived_seed_clue_mention"":880}"	"{""clue_derived_seed"":880,""novel"":2,""play"":3}"	{}	"{""fine_arts"":133,""geography"":11,""history"":1,""literature"":95,""mythology"":23,""other_academic"":363,""philosophy"":2,""pop_culture"":10,""religion"":24,""science"":16}"	577	125	reject	figures_not_work	r play from this country ends with Primus and Helena being declared the new [*] Adam and Eve by Alquist. The inventor Rossum creates the title beings in a play from this country that coined the term “robot.” The author o
