creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_00294	Marco Polo and Rustichello da Pisa tradition	marco polo and rustichello da pisa tradition	""	""	""	Bootstrapped from incumbent path
creator_00295	Juan Ruiz	juan ruiz	""	""	""	Bootstrapped from incumbent path
creator_00296	Yoshida Kenko	yoshida kenko	""	""	""	Bootstrapped from incumbent path
creator_00297	Don Juan Manuel	don juan manuel	""	""	""	Bootstrapped from incumbent path
creator_00298	Giovanni Boccaccio	giovanni boccaccio	""	""	""	Bootstrapped from incumbent path
creator_00299	Francesco Petrarca	francesco petrarca	""	""	""	Bootstrapped from incumbent path
creator_00300	Hafez	hafez	""	""	""	Bootstrapped from incumbent path
creator_00301	Luo Guanzhong; Chinese historical fiction tradition	luo guanzhong chinese historical fiction tradition	""	""	""	Bootstrapped from incumbent path
creator_00302	Japanese medieval narrative tradition	japanese medieval narrative tradition	""	""	""	Bootstrapped from incumbent path
creator_00303	Shi Nai'an; Chinese vernacular fiction tradition	shi naian chinese vernacular fiction tradition	""	""	""	Bootstrapped from incumbent path
creator_00304	Tibetan Buddhist literary tradition	tibetan buddhist literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00305	Ethiopian Ge'ez literary tradition	ethiopian geez literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00306	Obeyd Zakani	obeyd zakani	""	""	""	Bootstrapped from incumbent path
creator_00307	Pearl poet	pearl poet	""	""	""	Bootstrapped from incumbent path
creator_00308	Yunus Emre	yunus emre	""	""	""	Bootstrapped from incumbent path
creator_00309	Japanese medieval warrior-tale tradition	japanese medieval warrior tale tradition	""	""	""	Bootstrapped from incumbent path
creator_00310	Japanese medieval war chronicle tradition	japanese medieval war chronicle tradition	""	""	""	Bootstrapped from incumbent path
creator_00311	Ibn Battuta	ibn battuta	""	""	""	Bootstrapped from incumbent path
creator_00312	Gao Ming	gao ming	""	""	""	Bootstrapped from incumbent path
creator_00313	Immanuel of Rome	immanuel of rome	""	""	""	Bootstrapped from incumbent path
creator_00314	Thai Buddhist courtly tradition	thai buddhist courtly tradition	""	""	""	Bootstrapped from incumbent path
creator_00315	Mpu Prapanca	mpu prapanca	""	""	""	Bootstrapped from incumbent path
creator_00316	William Langland	william langland	""	""	""	Bootstrapped from incumbent path
creator_00317	Anonymous Pearl Poet	anonymous pearl poet	""	""	""	Bootstrapped from incumbent path
creator_00318	Geoffrey Chaucer	geoffrey chaucer	""	""	""	Bootstrapped from incumbent path
creator_00319	Julian of Norwich	julian of norwich	""	""	""	Bootstrapped from incumbent path
creator_00320	Christine de Pizan	christine de pizan	""	""	""	Bootstrapped from incumbent path
creator_00321	Suleyman Celebi	suleyman celebi	""	""	""	Bootstrapped from incumbent path
creator_00322	Margery Kempe	margery kempe	""	""	""	Bootstrapped from incumbent path
creator_00323	Early Joseon court poetic tradition	early joseon court poetic tradition	""	""	""	Bootstrapped from incumbent path
creator_00324	Achi Maya dramatic tradition	achi maya dramatic tradition	""	""	""	Bootstrapped from incumbent path
creator_00325	Noh theater tradition	noh theater tradition	""	""	""	Bootstrapped from incumbent path
creator_00326	English morality play tradition	english morality play tradition	""	""	""	Bootstrapped from incumbent path
creator_00327	Classical Sinhala poetic tradition	classical sinhala poetic tradition	""	""	""	Bootstrapped from incumbent path
creator_00328	Jami	jami	""	""	""	Bootstrapped from incumbent path
creator_00329	Zeami tradition	zeami tradition	""	""	""	Bootstrapped from incumbent path
creator_00330	Sarala Dasa	sarala dasa	""	""	""	Bootstrapped from incumbent path
creator_00331	Ali-Shir Nava'i	ali shir navai	""	""	""	Bootstrapped from incumbent path
creator_00332	Francois Villon	francois villon	""	""	""	Bootstrapped from incumbent path
creator_00333	Zeami	zeami	""	""	""	Bootstrapped from incumbent path
creator_00334	Boru Chandidas	boru chandidas	""	""	""	Bootstrapped from incumbent path
creator_00335	Vallabhadeva and Sanskrit anthology tradition	vallabhadeva and sanskrit anthology tradition	""	""	""	Bootstrapped from incumbent path
creator_00336	Wakefield Master tradition	wakefield master tradition	""	""	""	Bootstrapped from incumbent path
creator_00337	Matteo Maria Boiardo	matteo maria boiardo	""	""	""	Bootstrapped from incumbent path
creator_00338	Thomas Malory	thomas malory	""	""	""	Bootstrapped from incumbent path
creator_00339	Joanot Martorell	joanot martorell	""	""	""	Bootstrapped from incumbent path
creator_00340	Diego de San Pedro	diego de san pedro	""	""	""	Bootstrapped from incumbent path
creator_00341	Fernando de Rojas	fernando de rojas	""	""	""	Bootstrapped from incumbent path
creator_00342	Kyrgyz oral epic tradition	kyrgyz oral epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00343	Swahili oral and written epic tradition	swahili oral and written epic tradition	""	""	""	Bootstrapped from incumbent path
creator_00344	Molla	molla	""	""	""	Bootstrapped from incumbent path
creator_00345	Iberian romance tradition	iberian romance tradition	""	""	""	Bootstrapped from incumbent path
creator_00346	Erasmus	erasmus	""	""	""	Bootstrapped from incumbent path
creator_00347	Ludovico Ariosto	ludovico ariosto	""	""	""	Bootstrapped from incumbent path
creator_00348	Thomas More	thomas more	""	""	""	Bootstrapped from incumbent path
creator_00349	Niccolo Machiavelli	niccolo machiavelli	""	""	""	Bootstrapped from incumbent path
creator_00350	Baldassare Castiglione	baldassare castiglione	""	""	""	Bootstrapped from incumbent path
creator_00351	Francois Rabelais	francois rabelais	""	""	""	Bootstrapped from incumbent path
creator_00352	Fuzuli	fuzuli	""	""	""	Bootstrapped from incumbent path
creator_00353	Malik Muhammad Jayasi	malik muhammad jayasi	""	""	""	Bootstrapped from incumbent path
creator_00354	Alvar Nunez Cabeza de Vaca	alvar nunez cabeza de vaca	""	""	""	Bootstrapped from incumbent path
creator_00355	Maurice Sceve	maurice sceve	""	""	""	Bootstrapped from incumbent path
creator_00356	Church of England liturgical tradition	church of england liturgical tradition	""	""	""	Bootstrapped from incumbent path
creator_00357	Thomas Cranmer	thomas cranmer	""	""	""	Bootstrapped from incumbent path
creator_00358	Wu Cheng'en attribution; Chinese vernacular mythic tradition	wu chengen attribution chinese vernacular mythic tradition	""	""	""	Bootstrapped from incumbent path
creator_00359	Tulsidas	tulsidas	""	""	""	Bootstrapped from incumbent path
creator_00360	Krishnadevaraya	krishnadevaraya	""	""	""	Bootstrapped from incumbent path
creator_00361	Kaqchikel Maya manuscript tradition	kaqchikel maya manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00362	Philip Sidney	philip sidney	""	""	""	Bootstrapped from incumbent path
creator_00363	Babur	babur	""	""	""	Bootstrapped from incumbent path
creator_00364	Nahua song-poetry manuscript tradition	nahua song poetry manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00365	Nahua oral and manuscript tradition	nahua oral and manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00366	Lanling Xiaoxiao Sheng	lanling xiaoxiao sheng	""	""	""	Bootstrapped from incumbent path
creator_00367	Sankardev	sankardev	""	""	""	Bootstrapped from incumbent path
creator_00368	Allasani Peddana	allasani peddana	""	""	""	Bootstrapped from incumbent path
creator_00369	Baki	baki	""	""	""	Bootstrapped from incumbent path
creator_00370	Mihri Hatun	mihri hatun	""	""	""	Bootstrapped from incumbent path
creator_00371	Hwang Jini	hwang jini	""	""	""	Bootstrapped from incumbent path
creator_00372	Surdas	surdas	""	""	""	Bootstrapped from incumbent path
creator_00373	Ming gods-and-demons novel tradition	ming gods and demons novel tradition	""	""	""	Bootstrapped from incumbent path
creator_00374	K'iche' Maya textual tradition	kiche maya textual tradition	""	""	""	Bootstrapped from incumbent path
creator_00375	Joachim du Bellay	joachim du bellay	""	""	""	Bootstrapped from incumbent path
creator_00376	Marguerite de Navarre	marguerite de navarre	""	""	""	Bootstrapped from incumbent path
creator_00377	Louise Labe	louise labe	""	""	""	Bootstrapped from incumbent path
creator_00378	Benvenuto Cellini	benvenuto cellini	""	""	""	Bootstrapped from incumbent path
creator_00379	Pierre de Ronsard	pierre de ronsard	""	""	""	Bootstrapped from incumbent path
creator_00380	Gil Vicente	gil vicente	""	""	""	Bootstrapped from incumbent path
creator_00381	Bernal Diaz del Castillo	bernal diaz del castillo	""	""	""	Bootstrapped from incumbent path
creator_00382	Alonso de Ercilla	alonso de ercilla	""	""	""	Bootstrapped from incumbent path
creator_00383	Luis de Camoes	luis de camoes	""	""	""	Bootstrapped from incumbent path
creator_00384	Ezhuthachan	ezhuthachan	""	""	""	Bootstrapped from incumbent path
creator_00385	Michel de Montaigne	michel de montaigne	""	""	""	Bootstrapped from incumbent path
creator_00386	Jan Kochanowski	jan kochanowski	""	""	""	Bootstrapped from incumbent path
creator_00387	Torquato Tasso	torquato tasso	""	""	""	Bootstrapped from incumbent path
creator_00388	Christopher Marlowe	christopher marlowe	""	""	""	Bootstrapped from incumbent path
creator_00389	Thomas Kyd	thomas kyd	""	""	""	Bootstrapped from incumbent path
creator_00390	Edmund Spenser	edmund spenser	""	""	""	Bootstrapped from incumbent path
creator_00391	William Shakespeare	william shakespeare	""	""	""	Bootstrapped from incumbent path
creator_00392	Tang Xianzu	tang xianzu	""	""	""	Bootstrapped from incumbent path
creator_00393	Korean pansori and fiction tradition	korean pansori and fiction tradition	""	""	""	Bootstrapped from incumbent path
creator_00394	Francisco de Quevedo	francisco de quevedo	""	""	""	Bootstrapped from incumbent path
creator_00395	Malay court and manuscript tradition	malay court and manuscript tradition	""	""	""	Bootstrapped from incumbent path
creator_00396	Thai royal and literary tradition	thai royal and literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00397	Khmer literary and performance tradition	khmer literary and performance tradition	""	""	""	Bootstrapped from incumbent path
creator_00398	Malay court chronicle tradition	malay court chronicle tradition	""	""	""	Bootstrapped from incumbent path
creator_00399	Quechua dramatic tradition	quechua dramatic tradition	""	""	""	Bootstrapped from incumbent path
creator_00400	Thomas Nashe	thomas nashe	""	""	""	Bootstrapped from incumbent path
creator_00401	Teresa of Avila	teresa of avila	""	""	""	Bootstrapped from incumbent path
creator_00402	Sikh narrative and hagiographic tradition	sikh narrative and hagiographic tradition	""	""	""	Bootstrapped from incumbent path
creator_00403	San Juan de la Cruz (Saint John of the Cross)	san juan de la cruz saint john of cross	""	""	""	Bootstrapped from incumbent path
creator_00404	Fray Luis de Leon	fray luis de leon	""	""	""	Bootstrapped from incumbent path
creator_00405	Sikh Gurus and Sikh scriptural tradition	sikh gurus and sikh scriptural tradition	""	""	""	Bootstrapped from incumbent path
creator_00406	Miguel de Cervantes	miguel de cervantes	""	""	""	Bootstrapped from incumbent path
creator_00407	Ben Jonson	ben jonson	""	""	""	Bootstrapped from incumbent path
creator_00408	Inca Garcilaso de la Vega	inca garcilaso de la vega	""	""	""	Bootstrapped from incumbent path
creator_00409	Hebrew Bible and Christian biblical traditions	hebrew bible and christian biblical traditions	""	""	""	Bootstrapped from incumbent path
creator_00410	Jewish and Christian scriptural traditions	jewish and christian scriptural traditions	""	""	""	Bootstrapped from incumbent path
creator_00411	Lope de Vega	lope de vega	""	""	""	Bootstrapped from incumbent path
creator_00412	John Webster	john webster	""	""	""	Bootstrapped from incumbent path
creator_00413	Luis de Gongora	luis de gongora	""	""	""	Bootstrapped from incumbent path
creator_00414	Felipe Guaman Poma de Ayala	felipe guaman poma de ayala	""	""	""	Bootstrapped from incumbent path
creator_00415	Agrippa d'Aubigne	agrippa daubigne	""	""	""	Bootstrapped from incumbent path
creator_00416	Tirso de Molina	tirso de molina	""	""	""	Bootstrapped from incumbent path
creator_00417	John Ford	john ford	""	""	""	Bootstrapped from incumbent path
creator_00418	Cyril Tourneur	cyril tourneur	""	""	""	Bootstrapped from incumbent path
creator_00419	Feng Menglong	feng menglong	""	""	""	Bootstrapped from incumbent path
creator_00420	Robert Burton	robert burton	""	""	""	Bootstrapped from incumbent path
creator_00421	Thomas Middleton and William Rowley	thomas middleton and william rowley	""	""	""	Bootstrapped from incumbent path
creator_00422	John Amos Comenius	john amos comenius	""	""	""	Bootstrapped from incumbent path
creator_00423	George Herbert	george herbert	""	""	""	Bootstrapped from incumbent path
creator_00424	Giambattista Basile	giambattista basile	""	""	""	Bootstrapped from incumbent path
creator_00425	Pedro Calderon de la Barca	pedro calderon de la barca	""	""	""	Bootstrapped from incumbent path
creator_00426	Pierre Corneille	pierre corneille	""	""	""	Bootstrapped from incumbent path
creator_00427	Maria de Zayas	maria de zayas	""	""	""	Bootstrapped from incumbent path
creator_00428	Alaol	alaol	""	""	""	Bootstrapped from incumbent path
creator_00429	Quechua Andean religious narrative tradition; colonial-era compilation	quechua andean religious narrative tradition colonial era compilation	""	""	""	Bootstrapped from incumbent path
creator_00430	Matsuo Basho	matsuo basho	""	""	""	Bootstrapped from incumbent path
creator_00431	Evliya Celebi	evliya celebi	""	""	""	Bootstrapped from incumbent path
creator_00432	Vitsentzos Kornaros	vitsentzos kornaros	""	""	""	Bootstrapped from incumbent path
creator_00433	Andrew Marvell	andrew marvell	""	""	""	Bootstrapped from incumbent path
creator_00434	Tukaram	tukaram	""	""	""	Bootstrapped from incumbent path
creator_00435	John Donne	john donne	""	""	""	Bootstrapped from incumbent path
creator_00436	Sor Juana Ines de la Cruz	sor juana ines de la cruz	""	""	""	Bootstrapped from incumbent path
creator_00437	Kim Man-jung	kim man jung	""	""	""	Bootstrapped from incumbent path
creator_00438	Heo Gyun; Korean fiction tradition	heo gyun korean fiction tradition	""	""	""	Bootstrapped from incumbent path
creator_00439	Guillaume de Machaut	guillaume de machaut	""	""	""	Bootstrapped from incumbent path
creator_00440	Francois de La Rochefoucauld	francois de la rochefoucauld	""	""	""	Bootstrapped from incumbent path
creator_00441	Charles Perrault	charles perrault	""	""	""	Bootstrapped from incumbent path
creator_00442	Anne Bradstreet	anne bradstreet	""	""	""	Bootstrapped from incumbent path
creator_00443	Vemana	vemana	""	""	""	Bootstrapped from incumbent path
creator_00444	Saib Tabrizi	saib tabrizi	""	""	""	Bootstrapped from incumbent path
creator_00445	Lao literary tradition	lao literary tradition	""	""	""	Bootstrapped from incumbent path
creator_00446	Joost van den Vondel	joost van den vondel	""	""	""	Bootstrapped from incumbent path
