work_id	candidate_status	incumbent_path_id	incumbent_rank	canonical_title	sort_title	original_title	creator_display	date_label	sort_year	date_precision	macro_region	subregion	original_language	language_family	literary_tradition	period_bucket	form_bucket	unit_type	boundary_flags	included_as_literature	boundary_policy_id	boundary_note	selection_basis	edition_basis	completion_unit	source_status	review_status	confidence	provisional_until	notes
work_candidate_erra_epic	incumbent_current_path	candidate:erra_epic	57	Erra Epic	erra epic	""	Akkadian scribal tradition	first millennium BCE	-500	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	mythic_poem	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=mesopotamian_mythology; current group=mythology_folklore_oral_traditions
work_candidate_me_lit_ludlul	incumbent_current_path	candidate:me_lit_ludlul	58	Ludlul Bel Nemeqi	ludlul bel nemeqi	""	Akkadian wisdom-poetic tradition	2nd-first millennium BCE	-500	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	wisdom_poem	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=akkadian_literature; current group=literature
work_canon_analects	incumbent_current_path	canon:analects	59	Analects	analects	""	Confucius and early Confucian tradition	c. 5th-3rd century BCE	-475	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=classical-chinese; current group=religion
work_candidate_scale_lit_persians	incumbent_current_path	candidate:scale_lit_persians	60	The Persians	persians	""	Aeschylus	472 BCE	-472	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_scale_lit_suppliants_aeschylus	incumbent_current_path	candidate:scale_lit_suppliants_aeschylus	61	The Suppliants	suppliants	""	Aeschylus	c. 470 BCE	-470	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_seven_against_thebes	incumbent_current_path	candidate:bloom_seven_against_thebes	62	Seven Against Thebes	seven against thebes	""	Aeschylus	467 BCE	-467	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_canon_oresteia	incumbent_current_path	canon:oresteia	63	Oresteia	oresteia	""	Aeschylus	458 BCE	-458	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient-greek; current group=literature
work_candidate_bloom_sophocles_ajax	incumbent_current_path	candidate:bloom_sophocles_ajax	64	Ajax	ajax	""	Sophocles	5th century BCE	-450	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_cyclops	incumbent_current_path	candidate:bloom_reviewed_cyclops	65	Cyclops	cyclops	""	Euripides	late 5th century BCE	-450	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	satyr_play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_pindar_odes	incumbent_current_path	candidate:bloom_pindar_odes	66	Odes	odes	""	Pindar	5th century BCE	-450	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	lyric_poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_prometheus_bound	incumbent_current_path	candidate:bloom_prometheus_bound	67	Prometheus Bound	prometheus bound	""	Aeschylus	5th century BCE	-450	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_trachiniae	incumbent_current_path	candidate:bloom_reviewed_trachiniae	68	Women of Trachis	women of trachis	""	Sophocles	5th century BCE	-450	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_canon_antigone_sophocles	incumbent_current_path	canon:antigone-sophocles	69	Antigone	antigone	""	Sophocles	c. 442 BCE	-442	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient-greek; current group=literature
work_candidate_bloom_euripides_alcestis	incumbent_current_path	candidate:bloom_euripides_alcestis	70	Alcestis	alcestis	""	Euripides	438 BCE	-438	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_canon_peloponnesian_war_thucydides	incumbent_current_path	canon:peloponnesian-war-thucydides	71	History of the Peloponnesian War	history of peloponnesian war	""	Thucydides	late 5th century BCE	-431	century	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient-greek; current group=literature
work_candidate_medea_euripides	incumbent_current_path	candidate:medea_euripides	72	Medea	medea	""	Euripides	431 BCE	-431	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=classical_drama; current group=literature
work_canon_histories_herodotus	incumbent_current_path	canon:histories-herodotus	73	Histories	histories	""	Herodotus	c. 430 BCE	-430	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	book	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient-greek; current group=literature
work_canon_oedipus_tyrannus	incumbent_current_path	canon:oedipus-tyrannus	74	Oedipus Tyrannus	oedipus tyrannus	""	Sophocles	c. 429 BCE	-429	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	accepted	accepted_with_caveat	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient-greek; current group=literature
work_candidate_bloom_euripides_hippolytus	incumbent_current_path	candidate:bloom_euripides_hippolytus	75	Hippolytus	hippolytus	""	Euripides	428 BCE	-428	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_andromache	incumbent_current_path	candidate:bloom_reviewed_andromache	76	Andromache	andromache	""	Euripides	c. 425 BCE	-425	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_hecuba	incumbent_current_path	candidate:bloom_reviewed_hecuba	77	Hecuba	hecuba	""	Euripides	c. 424 BCE	-424	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_knights	incumbent_current_path	candidate:bloom_reviewed_knights	78	The Knights	knights	""	Aristophanes	424 BCE	-424	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_aristophanes_clouds	incumbent_current_path	candidate:bloom_aristophanes_clouds	79	The Clouds	clouds	""	Aristophanes	423 BCE	-423	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_wasps	incumbent_current_path	candidate:bloom_reviewed_wasps	80	The Wasps	wasps	""	Aristophanes	422 BCE	-422	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_reviewed_heracles	incumbent_current_path	candidate:bloom_reviewed_heracles	81	Heracles	heracles	""	Euripides	416 BCE	-416	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_mandatory_euripides_trojan_women	incumbent_current_path	candidate:mandatory_euripides_trojan_women	82	The Trojan Women	trojan women	""	Euripides	415 BCE	-415	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=ancient_greek_drama; current group=literature
work_candidate_bloom_reviewed_ion	incumbent_current_path	candidate:bloom_reviewed_ion	83	Ion	ion	""	Euripides	c. 414-412 BCE	-414	range	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_aristophanes_birds	incumbent_current_path	candidate:bloom_aristophanes_birds	84	The Birds	birds	""	Aristophanes	414 BCE	-414	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_euripides_helen	incumbent_current_path	candidate:bloom_euripides_helen	85	Helen	helen	""	Euripides	412 BCE	-412	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_lysistrata	incumbent_current_path	candidate:lysistrata	86	Lysistrata	lysistrata	""	Aristophanes	411 BCE	-411	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	comedy	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=classical_drama; current group=literature
work_candidate_bloom_sophocles_electra	incumbent_current_path	candidate:bloom_sophocles_electra	87	Electra	electra	""	Sophocles	c. 410 BCE	-410	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
work_candidate_bloom_sophocles_philoctetes	incumbent_current_path	candidate:bloom_sophocles_philoctetes	88	Philoctetes	philoctetes	""	Sophocles	409 BCE	-409	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	500_300_bce	taxonomy_pending	tragedy	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=greek_literature; current group=literature
